,Train_loss,Test_loss
0,1.1546446374846875,0.474698543548584
1,0.41694864895520733,0.4110569655895233
2,0.37530461146955035,0.3793281018733978
3,0.3461269564705087,0.35780930519104004
4,0.3246211185393019,0.34183695912361145
5,0.30896185318106134,0.33105650544166565
6,0.29653529177185506,0.3198372423648834
7,0.28665486903677423,0.31278663873672485
8,0.2794335670141944,0.3082980215549469
9,0.2733855220320818,0.3034839332103729
10,0.2676296733985156,0.2982158362865448
11,0.2618932052045103,0.2936834990978241
12,0.2561759596411717,0.28960296511650085
13,0.25136369514271867,0.2863330841064453
14,0.24723899621640053,0.28369298577308655
15,0.2438729439534553,0.2820208966732025
16,0.24117520659756753,0.2802727222442627
17,0.23881840472524085,0.27893364429473877
18,0.23687179162501343,0.27781522274017334
19,0.23523611643756365,0.27698493003845215
20,0.2337730475982441,0.2761565148830414
21,0.23231511589896037,0.27516138553619385
22,0.2311283981929664,0.27475064992904663
23,0.23009510567629435,0.27415931224823
24,0.22908249522920648,0.27358511090278625
25,0.22823400765986818,0.273235946893692
26,0.22717193604879296,0.2726285457611084
27,0.22617547511233455,0.27212998270988464
28,0.22515784436367695,0.2715194821357727
29,0.22417949737943893,0.2709788382053375
30,0.22328982598796515,0.2704865336418152
31,0.22241652804491527,0.27019059658050537
32,0.22184528778627333,0.26995033025741577
33,0.2213208259746742,0.26983869075775146
34,0.22085546404009126,0.26970338821411133
35,0.2206072180032201,0.269704669713974
36,0.22041309184813163,0.2696916460990906
37,0.22006517427199124,0.2696080505847931
38,0.22014179502292766,0.26989641785621643
39,0.22029754715291555,0.270104318857193
40,0.2203570905564671,0.2702639102935791
41,0.2203797339425889,0.270276814699173
42,0.22015773768426516,0.2701115310192108
43,0.21985762337324716,0.2699686288833618
44,0.2195843910838022,0.27002018690109253
45,0.2193989536478257,0.2700690031051636
46,0.21933960621627452,0.27037906646728516
47,0.21955341689054433,0.2705978751182556
48,0.21944181601184132,0.27057093381881714
49,0.21912286790348767,0.27062559127807617
50,0.21916123958263156,0.27073293924331665
51,0.21883626334531645,0.27043765783309937
52,0.2183013647347304,0.27023226022720337
53,0.2179714696065886,0.27017754316329956
54,0.2180112809776669,0.2701111435890198
55,0.2179721574688951,0.2701627314090729
56,0.21808069620567247,0.27038538455963135
57,0.21811052781360507,0.2703901529312134
58,0.2179150830687509,0.2705017626285553
59,0.21810784516378334,0.27090203762054443
60,0.21837284157887085,0.2710305452346802
61,0.21830321934972408,0.2710481584072113
62,0.2182765874190357,0.27118271589279175
63,0.21836681554001916,0.27138927578926086
64,0.21851750718028365,0.2715556025505066
65,0.2187243664603032,0.2717216908931732
66,0.21915098368860655,0.27201566100120544
67,0.2198635025585879,0.2724333703517914
68,0.22034577390378504,0.27278685569763184
69,0.22092675574055673,0.27341046929359436
70,0.22196091324290318,0.2745136618614197
71,0.22313431059498648,0.2754155695438385
72,0.22496383555687888,0.27700114250183105
73,0.22722055481992376,0.2787173390388489
74,0.2299272788734436,0.2812691628932953
75,0.23352134520898693,0.284305602312088
76,0.23821011206660894,0.28874680399894714
77,0.2443038719403225,0.29469266533851624
78,0.25250388411610347,0.30316826701164246
79,0.2644638819952379,0.3161831796169281
80,0.2834364553180172,0.3374526798725128
81,0.31211225165717355,0.3681465983390808
82,0.3524453290017617,0.4123390018939972
83,0.40752784806013476,0.46797409653663635
84,0.4719044472708826,0.5228661298751831
85,0.5289158331825466,0.5607074499130249
86,0.5620046154057584,0.5726203322410583
87,0.565038440532446,0.5604203939437866
88,0.547198999455471,0.5332853198051453
89,0.522321435558541,0.5063214302062988
90,0.5022927584938256,0.48688724637031555
91,0.4923628677514997,0.47871994972229004
92,0.4915157712700602,0.4786602556705475
93,0.49785684763374904,0.48310741782188416
94,0.5059285486312084,0.4918079674243927
95,0.5146831138739695,0.5019543170928955
96,0.5170728720010853,0.5019786357879639
97,0.5043842753869207,0.48632708191871643
98,0.4760546170825006,0.45649319887161255
99,0.4372329467138313,0.4187045097351074
100,0.39572390596799334,0.3805539906024933
101,0.3587318097107678,0.3415753245353699
102,0.3220872204815241,0.3037830591201782
103,0.2882172400171486,0.2700723111629486
104,0.2583537567641397,0.24154090881347656
105,0.2332802254069042,0.21880954504013062
106,0.21315353308801474,0.2013346552848816
107,0.1976761165537117,0.18804723024368286
108,0.18594884786911803,0.17828495800495148
109,0.17718451195626014,0.17146091163158417
110,0.170745750895903,0.1668209731578827
111,0.16621620706453438,0.16370387375354767
112,0.1632138541151271,0.16161657869815826
113,0.1613489285611036,0.16019827127456665
114,0.16035045904051262,0.1591607630252838
115,0.16018702193429454,0.15811626613140106
116,0.1608669093018013,0.15647588670253754
117,0.16229906116277562,0.15487821400165558
118,0.16450004692324105,0.1533614993095398
119,0.16761940911546117,0.15189896523952484
